RRintv,BeatLabel,EpiLabel
0.54799999999886495, N,AFIB
0.58799999999973807, N,AFIB
0.62000000000261934, N,AFIB
0.51999999999679858, N,AFIB
0.52000000000043656, N,AFIB
0.49200000000200816, N,AFIB
0.51199999999880674, N,AFIB
0.55600000000049477, N,AFIB
0.55199999999967986, N,AFIB
0.64800000000104774, N,AFIB
0.58399999999892316, N,AFIB
0.61200000000098953, N,AFIB
0.49199999999837019, N,AFIB
0.57600000000093132, N,AFIB
0.62800000000061118, N,AFIB
0.61999999999898137, N,AFIB
0.56799999999930151, N,AFIB
0.54800000000250293, N,AFIB
0.47199999999793363, N,AFIB
0.54000000000087311, N,AFIB
0.63599999999860302, N,AFIB
0.55600000000049477, N,AFIB
0.71199999999953434, N,AFIB
0.62800000000061118, N,AFIB
0.65999999999985448, N,AFIB
0.50400000000081491, N,AFIB
0.53600000000005821, N,AFIB
0.54000000000087311, N,AFIB
0.68799999999828287, N,AFIB
0.69199999999909778, N,AFIB
0.67600000000311411, N,AFIB
0.57199999999647844, N,AFIB
0.55600000000049477, N,AFIB
0.56800000000293949, N,AFIB
0.52799999999842839, N,AFIB
0.44800000000032014, N,AFIB
0.54799999999886495, N,AFIB
0.68800000000192085, N,AFIB
0.58399999999892316, N,AFIB
0.78800000000046566, N,AFIB
0.65999999999985448, N,AFIB
0.65599999999903957, N,AFIB
0.48400000000037835, N,AFIB
0.6680000000014843, N,AFIB
0.64799999999740976, N,AFIB
0.54000000000087311, N,AFIB
0.56400000000212458, N,AFIB
0.5, N,AFIB
0.53999999999723514, N,AFIB
0.58799999999973807, N,AFIB
0.44399999999950523, N,AFIB
0.51200000000244472, N,AFIB
0.60800000000017462, N,AFIB
0.58399999999892316, N,AFIB
0.47999999999956344, N,AFIB
0.62800000000061118, N,AFIB
0.55199999999967986, N,AFIB
0.59600000000136788, N,AFIB
0.52399999999761349, N,AFIB
0.60800000000017462, N,AFIB
0.55600000000049477, N,AFIB
0.60399999999935972, N,AFIB
0.55600000000049477, N,AFIB
0.58799999999973807, N,AFIB
0.60000000000218279, N,AFIB
0.55199999999967986, N,AFIB
0.69199999999909778, N,AFIB
0.68000000000029104, N,AFIB
0.62399999999979627, N,AFIB
0.59200000000055297, N,AFIB
0.66400000000066939, N,AFIB
0.73599999999714782, N,AFIB
0.51600000000325963, N,AFIB
0.51199999999880674, N,AFIB
0.69599999999991269, N,AFIB
0.56000000000130967, N,AFIB
0.58799999999973807, N,AFIB
0.70399999999790452, N,AFIB
0.62399999999979627, N,AFIB
0.72000000000116415, N,AFIB
0.52400000000125146, N,AFIB
0.44800000000032014, N,AFIB
0.47599999999874854, N,AFIB
0.55600000000049477, N,AFIB
0.54399999999805004, N,AFIB
0.59200000000055297, N,AFIB
0.56400000000212458, N,AFIB
0.57999999999810825, N,AFIB
0.57200000000011642, N,AFIB
0.52400000000125146, N,AFIB
0.55999999999767169, N,AFIB
0.58000000000174623, N,AFIB
0.56799999999930151, N,AFIB
0.50800000000162981, N,AFIB
0.55599999999685679, N,AFIB
0.65999999999985448, N,AFIB
0.63200000000142609, N,AFIB
0.56400000000212458, N,AFIB
0.61199999999735155, N,AFIB
0.54400000000168802, N,AFIB
0.66799999999784632, N,AFIB
0.61600000000180444, N,AFIB
0.57200000000011642, N,AFIB
0.58799999999973807, N,AFIB
0.59600000000136788, N,AFIB
0.66399999999703141, N,AFIB
0.68400000000110595, N,AFIB
0.56000000000130967, N,AFIB
0.57200000000011642, N,AFIB
0.61999999999898137, N,AFIB
0.59200000000055297, N,AFIB
0.63199999999778811, N,AFIB
0.60000000000218279, N,AFIB
0.53600000000005821, N,AFIB
0.58799999999973807, N,AFIB
0.49199999999837019, N,AFIB
0.50800000000162981, N,AFIB
0.67599999999947613, N,AFIB
0.53600000000005821, N,AFIB
0.59200000000055297, N,AFIB
0.58799999999973807, N,AFIB
0.54399999999805004, N,AFIB
0.57200000000011642, N,AFIB
0.60800000000017462, N,AFIB
0.58799999999973807, N,AFIB
0.49200000000200816, N,AFIB
0.54799999999886495, N,AFIB
0.54799999999886495, N,AFIB
0.58800000000337604, N,AFIB
0.51599999999962165, N,AFIB
0.55600000000049477, N,AFIB
0.63999999999941792, N,AFIB
0.60399999999935972, N,AFIB
0.59999999999854481, N,AFIB
0.57200000000011642, N,AFIB
0.60000000000218279, N,AFIB
0.74399999999877764, N,AFIB
0.67199999999866122, N,AFIB
0.62800000000061118, N,AFIB
0.60000000000218279, N,AFIB
0.65599999999903957, N,AFIB
0.67199999999866122, N,AFIB
0.71600000000034925, N,AFIB
0.47599999999874854, N,AFIB
0.58000000000174623, N,AFIB
0.5, N,AFIB
0.52400000000125146, N,AFIB
0.54799999999886495, N,AFIB
0.5, N,AFIB
0.68799999999828287, N,AFIB
0.74800000000323053, N,AFIB
0.60399999999935972, N,AFIB
0.71600000000034925, N,AFIB
0.77999999999883585, N,AFIB
0.60399999999935972, N,AFIB
0.52400000000125146, N,AFIB
0.58399999999892316, N,AFIB
0.54400000000168802, N,AFIB
0.5, N,AFIB
0.48799999999755528, N,AFIB
0.68800000000192085, N,AFIB
0.54799999999886495, N,AFIB
0.59600000000136788, N,AFIB
0.5, N,AFIB
0.50799999999799184, N,AFIB
0.53600000000005821, N,AFIB
0.54800000000250293, N,AFIB
0.6279999999969732, N,AFIB
0.5, N,AFIB
0.55199999999967986, N,AFIB
0.57200000000011642, N,AFIB
0.54800000000250293, N,AFIB
0.5959999999977299, N,AFIB
0.95600000000194996, N,AFIB
0.60399999999935972, N,AFIB
0.61599999999816646, N,AFIB
0.61200000000098953, N,AFIB
0.57200000000011642, N,AFIB
0.59600000000136788, N,AFIB
0.63599999999860302, N,AFIB
0.74400000000241562, N,AFIB
0.48799999999755528, N,AFIB
0.53600000000005821, N,AFIB
0.57200000000011642, N,AFIB
0.58399999999892316, N,AFIB
0.51600000000325963, N,AFIB
0.51599999999962165, N,AFIB
0.59199999999691499, N,AFIB
0.58400000000256114, N,AFIB
0.53600000000005821, N,AFIB
0.67599999999947613, N,AFIB
0.59200000000055297, N,AFIB
0.54399999999805004, N,AFIB
0.53600000000005821, N,AFIB
0.60000000000218279, N,AFIB
0.63999999999941792, N,AFIB
0.54000000000087311, N,AFIB
0.59199999999691499, N,AFIB
0.49600000000282307, N,AFIB
0.63199999999778811, N,AFIB
0.54400000000168802, N,AFIB
0.60399999999935972, N,AFIB
0.41999999999825377, N,AFIB
0.61600000000180444, N,AFIB
0.54400000000168802, N,AFIB
0.57199999999647844, N,AFIB
0.65600000000267755, N,AFIB
0.57599999999729334, N,AFIB
0.57600000000093132, N,AFIB
0.52400000000125146, N,AFIB
0.53600000000005821, N,AFIB
0.47599999999874854, N,AFIB
0.44000000000232831, N,AFIB
0.70399999999790452, N,AFIB
0.74399999999877764, N,AFIB
0.52000000000043656, N,AFIB
0.55199999999967986, N,AFIB
0.58800000000337604, N,AFIB
0.51599999999962165, N,AFIB
0.62399999999979627, N,AFIB
0.57200000000011642, N,AFIB
0.51199999999880674, N,AFIB
0.51599999999962165, N,AFIB
0.58399999999892316, N,AFIB
0.49600000000282307, N,AFIB
0.5, N,AFIB
0.53999999999723514, N,AFIB
0.54000000000087311, N,AFIB
0.58799999999973807, N,AFIB
0.62399999999979627, N,AFIB
0.56000000000130967, N,AFIB
0.74399999999877764, N,AFIB
0.52000000000043656, N,AFIB
0.52800000000206637, N,AFIB
0.87599999999656575, N,AFIB
0.6400000000030559, N,AFIB
0.54399999999805004, N,AFIB
0.62800000000061118, N,AFIB
0.58000000000174623, N,AFIB
0.5959999999977299, N,AFIB
0.60800000000017462, N,AFIB
0.65999999999985448, N,AFIB
0.56000000000130967, N,AFIB
0.36000000000058208, N,AFIB
0.2999999999992724, N,AFIB
0.5959999999977299, N,AFIB
0.53600000000005821, N,AFIB
0.57600000000093132, N,AFIB
0.59200000000055297, N,AFIB
0.63599999999860302, N,AFIB
0.65200000000186265, N,AFIB
0.58799999999973807, N,AFIB
0.58000000000174623, N,AFIB
0.60399999999935972, N,AFIB
0.54399999999805004, N,AFIB
0.5319999999992433, N,AFIB
0.77200000000084401, N,AFIB
0.58399999999892316, N,AFIB
0.50400000000081491, N,AFIB
0.68000000000029104, N,AFIB
0.59600000000136788, N,AFIB
0.63599999999860302, N,AFIB
0.57600000000093132, N,AFIB
0.64800000000104774, N,AFIB
0.63599999999860302, N,AFIB
0.75200000000040745, N,AFIB
0.48800000000119326, N,AFIB
0.52399999999761349, N,AFIB
0.63999999999941792, N,AFIB
0.58400000000256114, N,AFIB
0.69599999999991269, N,AFIB
0.55199999999967986, N,AFIB
0.54399999999805004, N,AFIB
0.54800000000250293, N,AFIB
0.45999999999912689, N,AFIB
0.52000000000043656, N,AFIB
0.57999999999810825, N,AFIB
0.68000000000029104, N,AFIB
0.62800000000061118, N,AFIB
0.59600000000136788, N,AFIB
0.5319999999992433, N,AFIB
0.59600000000136788, N,AFIB
0.53999999999723514, N,AFIB
0.47600000000238651, N,AFIB
0.51999999999679858, N,AFIB
0.58800000000337604, N,AFIB
0.63599999999860302, N,AFIB
0.5639999999984866, N,AFIB
0.57600000000093132, N,AFIB
0.60000000000218279, N,AFIB
0.5639999999984866, N,AFIB
0.53600000000005821, N,AFIB
0.61599999999816646, N,AFIB
0.61600000000180444, N,AFIB
0.49199999999837019, N,AFIB
0.53600000000005821, N,AFIB
0.5, N,AFIB
0.62000000000261934, N,AFIB
0.59999999999854481, N,AFIB
0.65200000000186265, N,AFIB
0.54399999999805004, N,AFIB
0.58799999999973807, N,AFIB
0.56000000000130967, N,AFIB
0.54799999999886495, N,AFIB
0.46399999999994179, N,AFIB
0.84000000000014552, N,AFIB
0.53600000000005821, N,AFIB
0.51599999999962165, N,AFIB
0.61600000000180444, N,AFIB
0.55999999999767169, N,AFIB
0.54000000000087311, N,AFIB
0.68000000000029104, N,AFIB
0.52400000000125146, N,AFIB
0.61999999999898137, N,AFIB
0.63999999999941792, N,AFIB
0.54000000000087311, N,AFIB
0.57200000000011642, N,AFIB
0.59200000000055297, N,AFIB
0.5319999999992433, N,AFIB
0.5319999999992433, N,AFIB
0.48800000000119326, N,AFIB
0.4680000000007567, N,AFIB
0.58399999999892316, N,AFIB
0.60399999999935972, N,AFIB
0.49599999999918509, N,AFIB
0.61200000000098953, N,AFIB
0.47200000000157161, N,AFIB
0.53999999999723514, N,AFIB
0.47600000000238651, N,AFIB
0.5959999999977299, N,AFIB
0.74000000000160071, N,AFIB
0.54799999999886495, N,AFIB
0.52400000000125146, N,AFIB
0.55600000000049477, N,AFIB
0.63999999999941792, N,AFIB
0.62800000000061118, N,AFIB
0.60399999999935972, N,AFIB
0.60399999999935972, N,AFIB
0.52400000000125146, N,AFIB
0.52000000000043656, N,AFIB
0.58399999999892316, N,AFIB
0.63199999999778811, N,AFIB
0.56400000000212458, N,AFIB
0.54000000000087311, N,AFIB
0.66399999999703141, N,AFIB
0.56400000000212458, N,AFIB
0.5639999999984866, N,AFIB
0.7040000000015425, N,AFIB
0.57600000000093132, N,AFIB
0.58399999999892316, N,AFIB
0.62800000000061118, N,AFIB
