RRintv,BeatLabel,EpiLabel
0.83200000000000007, N,N
0.78799999999999981, N,N
0.78800000000000026, N,N
0.79599999999999982, N,N
0.79600000000000026, N,N
0.80399999999999938, N,N
0.81200000000000028, N,N
0.81200000000000028, N,N
0.81199999999999939, N,N
0.81200000000000117, N,N
0.5, N,N
1.1239999999999988, N,N
0.80400000000000027, N,N
0.80400000000000027, N,N
0.48000000000000043, N,N
1.1280000000000001, N,N
0.79599999999999937, N,N
0.78800000000000026, N,N
0.79599999999999937, N,N
0.78800000000000026, N,N
0.80000000000000071, N,N
0.80000000000000071, N,N
0.81199999999999761, N,N
0.82000000000000028, N,N
0.8160000000000025, N,N
0.83199999999999719, N,N
0.83600000000000207, N,N
0.83200000000000074, N,N
0.83199999999999719, N,N
0.83200000000000074, N,N
0.80000000000000071, N,N
0.83999999999999986, N,N
0.83999999999999986, N,N
0.87199999999999989, N,N
0.84400000000000119, N,N
0.84399999999999764, N,N
0.83600000000000207, N,N
0.83599999999999852, N,N
0.84000000000000341, N,N
0.7879999999999967, N,N
0.86399999999999721, N,N
0.83200000000000074, N,N
0.82800000000000296, N,N
0.79200000000000159, N,N
0.85999999999999943, N,N
0.83200000000000074, N,N
0.82399999999999807, N,N
0.82399999999999807, N,N
0.5, N,N
1.132000000000005, N,N
0.82000000000000028, N,N
0.86399999999999721, N,N
0.82000000000000028, N,N
0.8160000000000025, N,N
0.49599999999999511, N,N
1.1039999999999992, N,N
0.84799999999999898, N,N
0.8160000000000025, N,N
0.81199999999999761, N,N
0.81200000000000472, N,N
0.81199999999999761, N,N
0.80400000000000205, N,N
0.80799999999999983, N,N
0.8159999999999954, N,N
0.81200000000000472, N,N
0.81199999999999761, N,N
0.8160000000000025, N,N
0.77199999999999847, N,N
0.85999999999999943, N,N
0.82800000000000296, N,N
0.82799999999999585, N,N
0.82400000000000517, N,N
0.50799999999999557, N,N
1.1679999999999993, N,N
0.84000000000000341, N,N
0.83599999999999852, N,N
0.83200000000000074, N,N
0.83200000000000074, N,N
0.82800000000000296, N,N
0.83199999999999363, N,N
0.49200000000000443, N,N
1.1919999999999931, N,N
0.83200000000000784, N,N
0.84799999999999898, N,N
0.83599999999999852, N,N
0.84000000000000341, N,N
0.80400000000000205, N,N
0.87199999999999989, N,N
0.84799999999999898, N,N
0.85199999999998965, N,N
0.85200000000000387, N,N
0.85200000000000387, N,N
0.85599999999999454, N,N
0.85200000000000387, N,N
0.80799999999999272, N,N
0.84800000000001319, N,N
0.52799999999999159, N,N
1.1760000000000019, N,N
0.87999999999999545, N,N
0.8440000000000083, N,N
0.8399999999999892, N,N
0.84000000000000341, N,N
0.83599999999999852, N,N
0.83599999999999852, N,N
0.83600000000001273, N,N
0.81999999999999318, N,N
0.7879999999999967, N,N
0.85600000000000875, N,N
0.82399999999999807, N,N
0.81199999999999761, N,N
0.81999999999999318, N,N
0.8160000000000025, N,N
0.78000000000000114, N,N
0.85600000000000875, N,N
0.82399999999999807, N,N
0.82799999999998875, N,N
0.83600000000001273, N,N
0.83199999999999363, N,N
0.83199999999999363, N,N
0.84000000000000341, N,N
0.83599999999999852, N,N
0.8440000000000083, N,N
0.84399999999999409, N,N
0.83599999999999852, N,N
0.83599999999999852, N,N
0.84000000000000341, N,N
0.84000000000000341, N,N
0.83199999999999363, N,N
0.83200000000000784, N,N
0.82399999999999807, N,N
0.82399999999999807, N,N
0.82399999999999807, N,N
0.81199999999999761, N,N
0.82800000000000296, N,N
0.8160000000000025, N,N
0.79999999999999716, N,N
0.81199999999999761, N,N
0.8160000000000025, N,N
0.49600000000000932, N,N
1.1479999999999961, N,N
0.80400000000000205, N,N
0.7879999999999967, N,N
0.86400000000000432, N,N
0.81599999999998829, N,N
0.49600000000000932, N,N
1.152000000000001, N,N
0.77599999999999625, N,N
0.86400000000000432, N,N
0.81599999999998829, N,N
0.80800000000000693, N,N
0.74399999999999977, N,N
0.867999999999995, N,N
0.80800000000000693, N,N
0.8160000000000025, N,N
0.80800000000000693, N,N
0.81999999999999318, N,N
0.78399999999999181, N,N
0.84800000000001319, N,N
0.8160000000000025, N,N
0.8119999999999834, N,N
0.81999999999999318, N,N
0.82400000000001228, N,N
0.47999999999998977, N,N
0.93600000000000705, N,N
0.89600000000001501, N,N
0.83199999999999363, N,N
0.82800000000000296, N,N
0.82800000000000296, N,N
0.83199999999999363, N,N
0.83199999999999363, N,N
0.83600000000001273, N,N
0.84399999999999409, N,N
0.84399999999999409, N,N
0.84000000000000341, N,N
0.50800000000000978, N,N
1.1879999999999882, N,N
0.84399999999999409, N,N
0.84000000000000341, N,N
0.82800000000000296, N,N
0.8160000000000025, N,N
0.81999999999999318, N,N
0.80799999999999272, N,N
0.80400000000000205, N,N
0.79600000000002069, N,N
0.79599999999999227, N,N
0.79999999999998295, N,N
0.80800000000002115, N,N
0.8160000000000025, N,N
0.8119999999999834, N,N
0.82400000000001228, N,N
0.83599999999998431, N,N
0.84800000000001319, N,N
0.84799999999998477, N,N
0.84800000000001319, N,N
0.84799999999998477, N,N
0.81200000000001182, N,N
0.88800000000000523, N,N
0.85200000000000387, N,N
0.84000000000000341, N,N
0.83599999999998431, N,N
0.84399999999999409, N,N
0.83600000000001273, N,N
0.84000000000000341, N,N
0.84000000000000341, N,N
0.83599999999998431, N,N
0.83600000000001273, N,N
0.51599999999999113, N,N
1.1680000000000064, N,N
0.53199999999998226, N,N
1.1200000000000045, N,N
0.80800000000002115, N,N
0.80799999999999272, N,N
0.42400000000000659, N,N
0.367999999999995, N,N
0.78399999999999181, N,N
0.78000000000000114, N,N
0.78000000000000114, N,N
0.78800000000001091, N,N
0.79200000000000159, N,N
0.78799999999998249, N,N
0.79200000000000159, N,N
0.79200000000000159, N,N
0.80799999999999272, N,N
0.81200000000001182, N,N
0.79999999999998295, N,N
0.48400000000000887, N,N
1.1359999999999957, N,N
0.80400000000000205, N,N
0.80400000000000205, N,N
0.79599999999999227, N,N
0.78800000000001091, N,N
0.78399999999999181, N,N
0.78800000000001091, N,N
0.78000000000000114, N,N
0.78800000000001091, N,N
0.77999999999997272, N,N
0.78000000000000114, N,N
0.78400000000002024, N,N
0.77599999999998204, N,N
0.48799999999999955, N,N
1.0760000000000218, N,N
0.78000000000000114, N,N
0.77199999999999136, N,N
0.77199999999999136, N,N
0.76400000000001, N,N
0.78000000000000114, N,N
0.77199999999999136, N,N
0.77600000000001046, N,N
0.77199999999999136, N,N
0.77199999999999136, N,N
0.74399999999999977, N,N
0.81200000000001182, N,N
0.78399999999999181, N,N
0.78000000000000114, N,N
0.78000000000000114, N,N
0.78399999999999181, N,N
0.49600000000000932, N,N
1.063999999999993, N,N
0.82800000000000296, N,N
