RRintv,BeatLabel,EpiLabel
1.0760000000000001, N,N
1.1160000000000001, N,N
1.1160000000000001, N,N
1.0720000000000001, N,N
1.0759999999999996, N,N
1.1079999999999997, N,N
1.0680000000000005, N,N
1.0920000000000005, N,N
1.1559999999999988, N,N
1.088000000000001, N,N
1.1159999999999997, N,N
1.1639999999999997, N,N
1.1280000000000001, N,N
1.072000000000001, N,N
1.1559999999999988, N,N
1.1320000000000014, N,N
1.0679999999999978, N,N
1.1040000000000028, N,N
1.1920000000000002, N,N
1.1199999999999974, N,N
1.1640000000000015, N,N
1.1639999999999979, N,N
1.1080000000000005, N,N
1.152000000000001, N,N
1.1400000000000006, N,N
1.1239999999999988, N,N
1.152000000000001, N,N
1.1080000000000005, N,N
1.0600000000000023, N,N
1.1039999999999992, N,N
1.1199999999999974, N,N
1.0720000000000027, N,N
1.0719999999999956, N,N
1.2079999999999984, N,N
1.152000000000001, N,N
1.088000000000001, N,N
1.1120000000000019, N,N
1.1000000000000014, N,N
1.1119999999999948, N,N
1.1760000000000019, N,N
1.1319999999999979, N,N
1.1800000000000068, N,N
1.1679999999999993, N,N
1.1400000000000006, N,N
1.1439999999999984, N,N
1.1439999999999984, N,N
1.0959999999999965, N,N
1.0960000000000036, N,N
1.1280000000000001, N,N
1.107999999999997, N,N
1.044000000000004, N,N
1.1239999999999952, N,N
1.1800000000000068, N,N
1.1199999999999974, N,N
1.1559999999999988, N,N
1.1319999999999979, N,N
1.1040000000000063, N,N
1.1280000000000001, N,N
1.1679999999999922, N,N
1.0520000000000067, N,N
1.1119999999999948, N,N
1.112000000000009, N,N
1.1079999999999899, N,N
1.1680000000000064, N,N
1.195999999999998, N,N
1.0999999999999943, N,N
1.1760000000000019, N,N
1.1440000000000055, N,N
1.0879999999999939, N,N
1.0960000000000036, N,N
1.1080000000000041, N,N
1.0959999999999894, N,N
1.1159999999999997, N,N
1.1640000000000015, N,N
1.1080000000000041, N,N
1.1479999999999961, N,N
1.1680000000000064, N,N
1.1200000000000045, N,N
1.1079999999999899, N,N
1.1360000000000099, N,N
1.0959999999999894, N,N
1.0919999999999987, N,N
1.132000000000005, N,N
1.1680000000000064, N,N
1.1119999999999948, N,N
1.1640000000000015, N,N
1.1400000000000006, N,N
1.0879999999999939, N,N
1.1039999999999992, N,N
1.1200000000000045, N,N
1.0720000000000027, N,N
1.1080000000000041, N,N
1.1639999999999873, N,N
1.112000000000009, N,N
1.1280000000000001, N,N
1.1400000000000006, N,N
1.1079999999999899, N,N
1.1160000000000139, N,N
1.1559999999999917, N,N
1.1119999999999948, N,N
1.1200000000000045, N,N
1.152000000000001, N,N
1.0840000000000032, N,N
1.0879999999999939, N,N
1.1159999999999997, N,N
1.1039999999999992, N,N
1.0960000000000036, N,N
1.1039999999999992, N,N
1.1200000000000045, N,N
1.0960000000000036, N,N
1.1319999999999908, N,N
1.1440000000000055, N,N
1.0879999999999939, N,N
1.132000000000005, N,N
1.1239999999999952, N,N
1.0840000000000032, N,N
1.1280000000000143, N,N
1.171999999999997, N,N
1.1199999999999761, N,N
1.1360000000000241, N,N
1.1199999999999761, N,N
1.0800000000000125, N,N
1.1080000000000041, N,N
1.1399999999999864, N,N
1.092000000000013, N,N
1.132000000000005, N,N
1.1560000000000059, N,N
1.1359999999999957, N,N
1.0960000000000036, N,N
1.1159999999999854, N,N
1.1200000000000045, N,N
1.0879999999999939, N,N
1.1080000000000041, N,N
1.1200000000000045, N,N
1.0559999999999832, N,N
1.1080000000000041, N,N
1.1599999999999966, N,N
1.0880000000000223, N,N
1.0719999999999743, N,N
1.1120000000000232, N,N
1.1279999999999859, N,N
1.0800000000000125, N,N
1.1519999999999868, N,N
1.1520000000000152, N,N
1.0879999999999939, N,N
1.0840000000000032, N,N
1.0799999999999841, N,N
1.0640000000000214, N,N
1.0679999999999836, N,N
